dataset,model_name,model_family,selection_mode,rank_in_saved_results,model_features,saved_r2_val_z,saved_r2_cv_mean_z,saved_r2_val_e,saved_rmse_val_e,saved_r2_test_z,saved_rmse_test_z,saved_r2_test_e,saved_rmse_test_e,saved_r2_test_tau_u,saved_rmse_test_tau_u,saved_selection_score,n_rows,rmse_z,r2_z,rmse_d,r2_d,rmse_b,r2_b,rmse_e,r2_e,rmse_tau_u,r2_tau_u,mean_curve_rmse_tau_u,median_curve_rmse_tau_u,max_curve_rmse_tau_u,valid_curve_count,constraint_ok_count,d_positive_count,b_positive_count,detailed_output_file,method
LOW_1,LOW_1_direct_poly_rank_2,polynomial,log_gap,2,delta_peak_mm + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_r + sigma_n_div_tau_r,0.98244961851653,0.9194748446742425,0.9651629943401608,1.0335548988985312,0.9809505430067494,0.2060074157631695,0.8793572775745289,4.5743187911580785,0.9979502948005292,0.0226031037006448,1.3898687166391543,163.0,0.2394964937548282,0.9745438884792462,2.0606005912617857,0.9330898389749164,2.0606005912617857,0.9286004738268486,6.14919025084672,0.7558306263910538,0.0212640270660393,0.9987931082031144,0.0085790843125742,0.0014226738165651,0.1163182947515686,163,163,163.0,163.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/low/LOW_1_direct_poly_rank_2_b_d_from_e_predictions.csv,methodologie_2
LOW_1,LOW_1_direct_exp_rank_5,exponential,log_gap,5,delta_peak_mm + tau_r_MPa + u_p_x_tau_r + u_p_div_u_r + tau_r_div_tau_p + tau_r_div_u_p,0.913127896233903,0.91298622805529,0.9278482027014848,1.4874306187057722,0.9392761611946776,0.3678079933534822,-0.5484638781695241,16.38801689053518,0.9955727846459568,0.0332190876184043,1.3054283002670777,163.0,0.3916846393513797,0.9319125881633348,3.883586981429445,0.7623321114049365,3.883586981429445,0.7463856853385943,8.972093118931715,0.4801921020730242,0.0244571828080397,0.9984034219208452,0.011194561154382,0.0031343105196727,0.1705582979639902,163,163,163.0,163.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/low/LOW_1_direct_exp_rank_5_b_d_from_e_predictions.csv,methodologie_2
LOW_1,LOW_1_direct_exp_rank_3,exponential,log_gap,3,delta_peak_mm + tau_r_MPa + u_p_x_tau_p + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p,0.9189611110132384,0.9058209909655662,0.8871013318477718,1.8606194202183557,0.9585760983930156,0.303785509773062,0.9548605632339492,2.7980400814576836,0.997386434021927,0.0255234342890213,1.3078222661876722,163.0,0.3931505829740433,0.9314019779476896,3.3110456746201655,0.8272433482424134,3.3110456746201655,0.8156521686724427,16.12310145945971,-0.6786204242015856,0.0252719364500012,0.9982952749447248,0.0112424005921276,0.0030563281475222,0.1664891579316457,163,163,163.0,163.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/low/LOW_1_direct_exp_rank_3_b_d_from_e_predictions.csv,methodologie_2
LOW_1,LOW_1_direct_exp_rank_4,exponential,log_gap,4,delta_peak_mm + tau_r_MPa + u_p_div_u_r + tau_r_div_tau_p + u_r_div_tau_p + tau_r_div_u_p,0.93289817208492,0.8790108985231987,0.9284527161742108,1.481186400200606,0.9503983896512862,0.332421758129928,-0.0185169961973166,13.291071789311502,0.9952716964218582,0.0343300987242457,1.306545807057752,163.0,0.4159768524712248,0.9232051538899496,20.490256610976957,-5.616056868269528,20.490256610976957,-6.0599639620054,8.115752632687723,0.574682814056376,0.0262657600021996,0.9981585613852902,0.0121808187115484,0.0038946734488249,0.167948114156155,163,163,163.0,163.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/low/LOW_1_direct_exp_rank_4_b_d_from_e_predictions.csv,methodologie_2
LOW_1,LOW_1_direct_exp_rank_1,exponential,log_gap,1,delta_peak_mm + tau_r_MPa + u_p_div_u_r + tau_r_div_tau_p + u_r_div_tau_r + tau_r_div_u_p,0.9377911922482116,0.8878996970326927,0.9337374089390744,1.4254347672277778,0.9533914575032448,0.3222361907849365,0.2472533643046701,11.426159313447563,0.9953874379536176,0.033907321700522,1.3167483852654658,163.0,0.4102062529013188,0.9253210336995086,19.76135352999224,-5.153721116156056,19.76135352999224,-5.566607599861326,7.913903864606354,0.5955760470886702,0.0268525251614187,0.9980753685995049,0.0120467624383272,0.0040635489094847,0.1703379257668814,163,163,163.0,163.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/low/LOW_1_direct_exp_rank_1_b_d_from_e_predictions.csv,methodologie_2
LOW_1,LOW_1_direct_exp_rank_2,exponential,log_gap,2,delta_peak_mm + tau_r_MPa + u_p_div_u_r + tau_r_div_tau_p + u_r_div_tau_r + tau_p_div_u_p,0.9307531446634834,0.8853639286544011,0.8876575710296115,1.8560302281526608,0.9601643543307052,0.2979047886266922,0.9463323572258756,3.0509291589784375,0.9968842358666138,0.0278679269202745,1.3083072083421414,163.0,0.4169675124255489,0.9228389403918796,19.45565352796644,-4.9648026883049035,19.45565352796644,-5.365013611335543,13.130890139731232,-0.1133806385261364,0.0277745903205054,0.9979409228168736,0.0125773368305736,0.0039812697167044,0.1725134598379301,163,163,163.0,163.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/low/LOW_1_direct_exp_rank_2_b_d_from_e_predictions.csv,methodologie_2
LOW_2,LOW_2_poly_rank_1,polynomial,log,1,,,,,,,,,,,,,,,,,,,,0.5490930750421362,0.9836340124111638,0.3009472381985419,0.8930107785626604,0.1715660413538135,,,69,69,,,,methodologie_1
LOW_2,LOW_2_poly_rank_2,polynomial,log,2,,,,,,,,,,,,,,,,,,,,0.5669147504851407,0.9825544045093778,0.301054920621094,0.8929342008889865,0.1692550651894294,,,69,69,,,,methodologie_1
LOW_2,LOW_2_poly_rank_3,polynomial,log,3,,,,,,,,,,,,,,,,,,,,0.5565938125833234,0.9831838321871544,0.3015220375583896,0.892601696457045,0.1727465657083478,,,69,69,,,,methodologie_1
LOW_2,LOW_2_exp_log_rank_1,exponential,log,1,,,,,,,,,,,,,,,,,,,,1.6838070423305938,0.8461013084470064,0.3049992263943225,0.8901103529585778,0.1924847204212302,,,69,69,,,,methodologie_1
LOW_2,LOW_2_exp_d_rank_5,exponential,d,5,,,,,,,,,,,,,,,,,,,,0.975806426381026,0.9459090142530934,0.3052231176314631,0.890837960066131,0.1895353980632517,,,68,68,,,,methodologie_1
LOW_2,LOW_2_exp_log_rank_3,exponential,log,3,,,,,,,,,,,,,,,,,,,,1.0030183531484624,0.945390519654542,0.3063895345777157,0.8891062278363644,0.1931112218289491,,,69,69,,,,methodologie_1
LOW_2,LOW_2_exp_d_rank_1,exponential,d,1,,,,,,,,,,,,,,,,,,,,1.1822194284356844,0.9241341254165534,0.3068638329282721,0.8887626296530962,0.194530957038414,,,69,69,,,,methodologie_1
LOW_2,LOW_2_exp_log_rank_2,exponential,log,2,,,,,,,,,,,,,,,,,,,,1.1822194284356842,0.9241341254165534,0.3068638329282723,0.8887626296530959,0.1945309570384141,,,69,69,,,,methodologie_1
LOW_2,LOW_2_exp_log_rank_4,exponential,log,4,,,,,,,,,,,,,,,,,,,,0.8288642843309442,0.960973068973464,0.3074362909787957,0.8892491523746785,0.1944715143659522,,,68,68,,,,methodologie_1
LOW_2,LOW_2_poly_rank_4,polynomial,log,4,,,,,,,,,,,,,,,,,,,,0.6215945543257366,0.9790268005743368,0.307849895615303,0.8880465905489285,0.1853826442259656,,,69,69,,,,methodologie_1
LOW_2,LOW_2_exp_d_rank_4,exponential,d,4,,,,,,,,,,,,,,,,,,,,1.576598152350272,0.8650750359996862,0.3093884339795392,0.8869247774152655,0.2014334987729875,,,69,69,,,,methodologie_1
LOW_2,LOW_2_exp_d_rank_2,exponential,d,2,,,,,,,,,,,,,,,,,,,,1.0456203720576631,0.9378922751368852,0.3128709745650426,0.8852989629064932,0.2051808037731489,,,68,68,,,,methodologie_1
LOW_2,LOW_2_exp_d_rank_3,exponential,d,3,,,,,,,,,,,,,,,,,,,,0.8143794318193471,0.963999885896664,0.3138726731583033,0.8836232257452812,0.2083682064743489,,,69,69,,,,methodologie_1
LOW_2,LOW_2_direct_poly_rank_1,polynomial,log_gap,1,u_p_x_tau_p + u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + tau_p_div_u_p,0.9860065591860384,0.9642508416480614,0.99957842784806,0.0870081759707919,0.9839952653703166,0.1984843551229707,0.9949399500230024,0.3259751622936217,0.9954127000473058,0.0529750544509601,1.4153336937658867,69.0,0.0473168262748643,0.9986912833681554,2.1000122278238553,0.9922964187342348,2.1000122278238553,0.992218702103168,0.2044213079764799,0.9977316889425876,0.0105511003446502,0.9998684912016172,0.0083356228353583,0.0068615265429681,0.0298191218965018,69,69,69.0,69.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/low/LOW_2_direct_poly_rank_1_b_d_from_e_predictions.csv,methodologie_2
LOW_2,LOW_2_direct_poly_rank_2,polynomial,log_gap,2,u_p_x_tau_p + u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + tau_p_div_u_p + tau_r_div_u_p,0.9897103236281016,0.9722930855233844,0.9993568195528432,0.1074708103501539,0.9896389858194772,0.1596993600585868,0.9953466461841578,0.3126008428646692,0.9975409232916224,0.0387863471903691,1.414684883499687,69.0,0.0457205702799453,0.998778094315968,1.6682117021158978,0.9951387120336904,1.6682117021158978,0.9950896695286072,0.214290410051754,0.9975073818323394,0.0113530256486311,0.9998477411515388,0.0086840502110215,0.007876051208483,0.033762690798195,69,69,69.0,69.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/low/LOW_2_direct_poly_rank_2_b_d_from_e_predictions.csv,methodologie_2
LOW_2,LOW_2_direct_poly_rank_4,polynomial,log_gap,4,u_r_x_tau_p + u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + tau_p_div_u_p,0.98087083785612,0.9663528905587616,0.9987664149073686,0.1488362307784709,0.9858658485328584,0.1865249414520326,0.993276757186731,0.3757478508299808,0.996789458392754,0.0443181878293217,1.4135615301089126,69.0,0.0546915983854042,0.9982515402487688,2.13881727093489,0.9920090873007412,2.1388172709348905,0.9919284719618864,0.2157575097356038,0.9974731344991437,0.0124852330753741,0.9998158581036716,0.0096362362810099,0.0081692365920939,0.0385623728802734,69,69,69.0,69.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/low/LOW_2_direct_poly_rank_4_b_d_from_e_predictions.csv,methodologie_2
LOW_2,LOW_2_direct_poly_rank_5,polynomial,log_gap,5,delta_peak_mm + u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + tau_p_div_u_p,0.981727290294392,0.9663993124813856,0.9975243736536642,0.2108466255715039,0.9786834124813242,0.2290661320945988,0.99173866568152,0.4165164956580643,0.9920547075281816,0.0697184602058525,1.4129126222641957,69.0,0.058462408629632,0.9980021272847316,1.5694337348579366,0.9956973602187942,1.569433734857937,0.9956539535671404,0.2709073832992111,0.9960162510023918,0.0150438819899839,0.9997326506461208,0.0120474241234861,0.0102725820724287,0.0388643624241015,69,69,69.0,69.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/low/LOW_2_direct_poly_rank_5_b_d_from_e_predictions.csv,methodologie_2
LOW_2,LOW_2_direct_poly_rank_3,polynomial,log_gap,3,u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + tau_p_div_u_p,0.97124375518531,0.9678925568351272,0.990756403160158,0.4074221203313202,0.9582778878624773,0.3204683798835965,0.977383478107736,0.689159926008867,0.9798739937219664,0.1109613276486277,1.414368903032278,69.0,0.1110308098010126,0.9927938811243712,2.073825781623863,0.9924873430200262,2.073825781623863,0.9924115525051084,0.419578151181617,0.9904440027905655,0.031338037610487,0.9988398800431862,0.0215947676613979,0.0143664418340409,0.1505920157575555,69,69,69.0,69.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/low/LOW_2_direct_poly_rank_3_b_d_from_e_predictions.csv,methodologie_2
LOW_2,LOW_2_direct_exp_rank_2,exponential,log_gap,2,u_p_x_tau_p + u_p_div_u_r + tau_p_div_tau_r + tau_r_div_tau_p + tau_p_div_u_p,0.9776343645910842,0.9625016204257352,0.9732364405113568,0.6932598413542788,0.9790545512068732,0.2270632642533882,0.9857924187796864,0.5462194753945729,0.9962361979531588,0.0479850807030437,1.4080125424208203,69.0,0.1470399884014662,0.9873617969953912,4.279021134871982,0.9680156238430336,4.279021134871982,0.9676929534023732,0.6751021935032622,0.9752605908902868,0.0346472241199594,0.9985819348188124,0.0260970693098586,0.0196452969699801,0.0927989127953524,69,69,69.0,69.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/low/LOW_2_direct_exp_rank_2_b_d_from_e_predictions.csv,methodologie_2
LOW_2,LOW_2_direct_exp_rank_3,exponential,log_gap,3,u_p_x_tau_p + tau_p_x_tau_r + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p,0.9734776050307168,0.9652539563272886,0.9725621319287836,0.7019388642993066,0.9757320030986332,0.2444100203634234,0.9877807456351309,0.5065583281333181,0.9958894579141442,0.0501467038492912,1.4052517940632927,69.0,0.1631867095913872,0.9844337508013415,4.837731255177702,0.9591179656330368,4.837731255177702,0.9587055322630827,0.63868275487478,0.97785780535887,0.0381148448210158,0.998283880149914,0.0286758486473692,0.0194481751504839,0.0990423024687995,69,69,69.0,69.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/low/LOW_2_direct_exp_rank_3_b_d_from_e_predictions.csv,methodologie_2
LOW_2,LOW_2_direct_exp_rank_4,exponential,log_gap,4,tau_peak_MPa_csds + u_p_x_tau_p + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p,0.973801455716614,0.964461706894246,0.9708150156305948,0.7239421103168134,0.976334140388972,0.241358825468605,0.9870095478255014,0.5222990564284005,0.995939055515102,0.0498432518668366,1.405156336664067,69.0,0.16376188528629,0.984323826324194,4.7757028720495445,0.960159606563444,4.775702872049544,0.9597576816597606,0.6520361934474279,0.9769222379531006,0.0385329751765668,0.9982460210043828,0.0289131240225956,0.0192310175304236,0.0988993378805488,69,69,69.0,69.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/low/LOW_2_direct_exp_rank_4_b_d_from_e_predictions.csv,methodologie_2
LOW_2,LOW_2_direct_exp_rank_5,exponential,log_gap,5,tau_r_MPa + u_p_x_tau_p + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p,0.9729334104575056,0.9635646645872898,0.9724543811132376,0.7033158002659983,0.9767188287868618,0.23938914530081,0.9866934410562662,0.5286156153984702,0.9959719090402314,0.0496412235030892,1.403873210023641,69.0,0.1640373708375344,0.9842710400271976,4.798253681544848,0.9597824665521234,4.798253681544848,0.9593767369178724,0.6647219647566205,0.9760155179849024,0.0386041955079462,0.9982395312688606,0.0291172103900779,0.0213704682437325,0.0974327086106131,69,69,69.0,69.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/low/LOW_2_direct_exp_rank_5_b_d_from_e_predictions.csv,methodologie_2
LOW_2,LOW_2_direct_exp_rank_1,exponential,log_gap,1,u_p_x_tau_p + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p,0.9711268530040136,0.9626914788568218,0.97280299689968,0.6988510665417637,0.9786213419457482,0.2293993918670859,0.984202782950981,0.5759667327050403,0.9961365066968264,0.0486164143075439,1.4115960405540615,69.0,0.1657332279523782,0.9839441395172016,4.718550106932754,0.9611074728304544,4.718550106932754,0.9607151103588958,0.6927406535807834,0.9739509652945538,0.0393702965991371,0.9981689648727124,0.0301157795663399,0.0199451943230388,0.0935109479762742,69,69,69.0,69.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/low/LOW_2_direct_exp_rank_1_b_d_from_e_predictions.csv,methodologie_2
