u_r_mm,delta_peak_mm,tau_peak_MPa_csds,tau_r_MPa,d_csds,tau_p_div_u_r,d_pred,Best_Model_Name,Best_Model_Degree
2.566666666666667,1.25,4.37,3.77,21.3711784506471,1.7025974025974024,26.95247256330941,Model_147_deg2,2
4.5,3.62,14.62,13.843333333333334,187.6300218053348,3.2488888888888887,169.80658459160415,Model_147_deg2,2
1.5633333333333332,0.11,1.04,0.5006666666666667,1.3643096499673495,0.6652452025586355,3.0848720001222363,Model_147_deg2,2
2.1775,0.23,4.79,3.54875,6.003985500457103,2.1997703788748564,-0.5350101442408235,Model_147_deg2,2
3.9275,0.39,14.13,12.93,15.108980729198466,3.597708465945258,2.9093708078797995,Model_147_deg2,2
1.5566666666666666,0.21,0.75,0.4896666666666667,1.143850397052409,0.48179871520342615,3.520641281628239,Model_147_deg2,2
2.19,1.52,4.53,3.98,88.46453784563569,2.068493150684932,37.46176035862412,Model_147_deg2,2
3.86,0.46,15.2,13.9425,16.525293456166363,3.937823834196891,3.0388283114439245,Model_147_deg2,2
1.85,1.14,0.47,0.4455,1.7090859558868448,0.254054054054054,1.4618653568747568,Model_147_deg2,2
2.29,1.53,3.84,3.5879999999999996,24.817112109709115,1.6768558951965065,31.78082970121309,Model_147_deg2,2
1.5733333333333333,0.31,0.64,0.434,1.265446191232911,0.4067796610169492,3.5061458536976104,Model_147_deg2,2
2.0033333333333334,0.44,4.09,3.8813333333333335,4.6659060440256,2.0415973377703827,5.858234997174814,Model_147_deg2,2
4.125,2.56,14.35,13.695,46.93847166872315,3.4787878787878785,121.2576881950031,Model_147_deg2,2
1.5666666666666669,0.1,0.84,0.5786666666666667,0.969979146906758,0.5361702127659573,3.2901931426570505,Model_147_deg2,2
2.175,0.29,4.72,4.314,5.226790203475336,2.170114942528736,1.5052778519219032,Model_147_deg2,2
4.125,2.24,16.29,15.185,52.11991061368265,3.9490909090909088,114.0679823368382,Model_147_deg2,2
1.5666666666666669,0.15,1.04,0.515,1.533092129025739,0.6638297872340425,3.2778727239429166,Model_147_deg2,2
2.225,0.32,5.75,4.01075,8.603420753633683,2.5842696629213484,-0.3007496376506431,Model_147_deg2,2
3.925,0.98,16.9,13.655,31.07800532373415,4.305732484076433,34.234567753235005,Model_147_deg2,2
1.5666666666666669,0.12,1.33,0.569,1.854610634923335,0.8489361702127659,2.6878083098972585,Model_147_deg2,2
2.1775,0.38,5.29,3.8055,8.690271247786866,2.4293915040183696,2.7810622661356135,Model_147_deg2,2
3.865,1.12,15.69,14.2025,23.533287016774107,4.059508408796895,43.453067211752355,Model_147_deg2,2
1.5599999999999998,0.11,1.19,0.5136666666666666,1.6038564251262817,0.7628205128205129,2.846931263064171,Model_147_deg2,2
2.175,0.33,5.38,4.15275,7.475845259507069,2.473563218390805,0.7033148169305088,Model_147_deg2,2
4.6125,0.94,15.17,14.2325,17.463039541690666,3.288888888888889,37.28782261295795,Model_147_deg2,2
1.61,0.46,0.57,0.4153333333333333,1.634874209970707,0.3540372670807453,3.304124927053813,Model_147_deg2,2
2.1725,0.38,3.22,2.8175,4.027055137350846,1.4821634062140392,6.32392681188695,Model_147_deg2,2
7.0,6.69,11.06,11.03,17.799176332863528,1.58,161.75426572552,Model_147_deg2,2
1.5566666666666666,0.15,0.88,0.5103333333333334,1.2184624851364736,0.5653104925053534,3.37525387287663,Model_147_deg2,2
2.175,0.24,5.1,3.69825,6.5752166070220195,2.344827586206897,-1.3819257583546412,Model_147_deg2,2
3.8575,0.47,14.84,13.285,16.560885261750222,3.847051198963059,4.573838259881339,Model_147_deg2,2
2.1675,0.15,1.23,0.6225,1.584483302206824,0.5674740484429066,4.248004422216916,Model_147_deg2,2
2.165,0.25,6.22,4.547499999999999,8.101032108811562,2.8729792147806004,-6.176562463751148,Model_147_deg2,2
4.1075,0.46,18.37,16.2525,20.456830792736472,4.472306755934267,-1.6623549339890822,Model_147_deg2,2
1.5599999999999998,0.21,0.72,0.5333333333333333,0.9864172474962212,0.46153846153846156,3.5117387860311804,Model_147_deg2,2
2.215,0.46,4.54,3.755,6.8100946555112305,2.049661399548533,7.226252275430424,Model_147_deg2,2
4.84,3.02,14.29,13.226666666666668,80.84904894440885,2.9524793388429753,130.75649045711486,Model_147_deg2,2
1.5533333333333337,0.1,1.16,0.5640000000000001,1.476890584776652,0.7467811158798281,2.81695524456658,Model_147_deg2,2
2.16,0.28,4.98,3.80875,6.5294753448886285,2.305555555555556,0.18522337456838134,Model_147_deg2,2
3.88,0.84,14.83,12.9825,20.314410697776193,3.8221649484536084,26.882174468638304,Model_147_deg2,2
1.5533333333333337,0.05,1.06,0.4603333333333333,1.1950471522283908,0.6824034334763948,2.735818005534545,Model_147_deg2,2
